descricao_defeito_reclamado,descricao_defeito_constatado_diagnostico,descricao_defeito_constatado_ref
Torneira Pingando/Vazando,,DESCRICAO_NAO_ENCONTRADA
Gosto/Cheiro alterado na bebida,,DESCRICAO_NAO_ENCONTRADA
Topo/Backlight Quebrados,,DESCRICAO_NAO_ENCONTRADA
Veneziana/Rodízios Danificados,,DESCRICAO_NAO_ENCONTRADA
Puxadores Quebrados,,DESCRICAO_NAO_ENCONTRADA
Ventilador/Exaustor Quebrado,,DESCRICAO_NAO_ENCONTRADA
Consumindo Muita Energia,,DESCRICAO_NAO_ENCONTRADA
Cheiro de Queimado no Eqpto,,DESCRICAO_NAO_ENCONTRADA
Vazamentos em Geral,,DESCRICAO_NAO_ENCONTRADA
Porta Torta/Empenado,,DESCRICAO_NAO_ENCONTRADA
Superaquecimento,,DESCRICAO_NAO_ENCONTRADA
Sudação/Formação de Água,,DESCRICAO_NAO_ENCONTRADA
Peças Quebradas (Especificar),,DESCRICAO_NAO_ENCONTRADA
Nao Veda / Gaxeta Freezer,,DESCRICAO_NAO_ENCONTRADA
Eqpto não gela,,DESCRICAO_NAO_ENCONTRADA
Led/Lâmpada Queimada,,DESCRICAO_NAO_ENCONTRADA
Eqpto com Mau Cheiro,,DESCRICAO_NAO_ENCONTRADA
Eqpto Enferrujado,,DESCRICAO_NAO_ENCONTRADA
Eqpto Amassado/Riscado,,DESCRICAO_NAO_ENCONTRADA
Vazando Água/Xarope/Gás/Chopp,,DESCRICAO_NAO_ENCONTRADA
Só Sai Água/Xarope/Gás/Espuma,,DESCRICAO_NAO_ENCONTRADA
Resíduos na bebida,,DESCRICAO_NAO_ENCONTRADA
Bebida está congelando,,DESCRICAO_NAO_ENCONTRADA
Válvula/Torneira Quebrada,,DESCRICAO_NAO_ENCONTRADA
Plotagem Danificada/Rasgada,,DESCRICAO_NAO_ENCONTRADA
Carenagem Quebrada.,,DESCRICAO_NAO_ENCONTRADA
Eqpto dando Choque,,DESCRICAO_NAO_ENCONTRADA
Ruído/Barulho,,DESCRICAO_NAO_ENCONTRADA
Desloqueio de Equipamento,,DESCRICAO_NAO_ENCONTRADA
Bloqueio de Equipamento,,DESCRICAO_NAO_ENCONTRADA
Falha eletrica/Fio com mau contato,,DESCRICAO_NAO_ENCONTRADA
Formação de Gelo,,DESCRICAO_NAO_ENCONTRADA
Problemas com Controlador,,DESCRICAO_NAO_ENCONTRADA
Outros,,DESCRICAO_NAO_ENCONTRADA
Ordem de Piso,,DESCRICAO_NAO_ENCONTRADA
Ordem de Retrofit,,DESCRICAO_NAO_ENCONTRADA
Grades enferrujadas quebradas faltantes,,DESCRICAO_NAO_ENCONTRADA
Plug  Cabo de forca danificado,,DESCRICAO_NAO_ENCONTRADA
nao usar2,,DESCRICAO_NAO_ENCONTRADA
Dando choque,,DESCRICAO_NAO_ENCONTRADA
Plug  Cabo de forca danificado,,DESCRICAO_NAO_ENCONTRADA
Grades enferrujadas quebradas faltantes,,DESCRICAO_NAO_ENCONTRADA
Dando choque,,DESCRICAO_NAO_ENCONTRADA
Led queimado,,DESCRICAO_NAO_ENCONTRADA
Bloqueio no evaporador,,DESCRICAO_NAO_ENCONTRADA
Problema na resistencia,,DESCRICAO_NAO_ENCONTRADA
Troca Retirada,,DESCRICAO_NAO_ENCONTRADA
Retirada,,DESCRICAO_NAO_ENCONTRADA
Porta solta,,DESCRICAO_NAO_ENCONTRADA
Painel lumin. superior quebrado,,DESCRICAO_NAO_ENCONTRADA
CONTROLADOR,,DESCRICAO_NAO_ENCONTRADA
Troca de Concessão - Instalação,,DESCRICAO_NAO_ENCONTRADA
Retirada,,DESCRICAO_NAO_ENCONTRADA
Instalação - Eq. Semi novo,,DESCRICAO_NAO_ENCONTRADA
Puxador de porta quebrado,,DESCRICAO_NAO_ENCONTRADA
Porta solta,,DESCRICAO_NAO_ENCONTRADA
Não liga,,DESCRICAO_NAO_ENCONTRADA
Instalação - Eq. Semi novo,,DESCRICAO_NAO_ENCONTRADA
Dando choque,,DESCRICAO_NAO_ENCONTRADA
Saindo fumaça,,DESCRICAO_NAO_ENCONTRADA
Máquina não Liga/Desliga,,DESCRICAO_NAO_ENCONTRADA
Eqpto Desregulado,,DESCRICAO_NAO_ENCONTRADA
Porta suando,,DESCRICAO_NAO_ENCONTRADA
Porta com vidro quebrado,,DESCRICAO_NAO_ENCONTRADA
Ordem de Piso,,DESCRICAO_NAO_ENCONTRADA
Máquina não dispensa bebidas,,DESCRICAO_NAO_ENCONTRADA
Não gela,,DESCRICAO_NAO_ENCONTRADA
Instalacao Eq Novo,,DESCRICAO_NAO_ENCONTRADA
Evento - Retirada,,DESCRICAO_NAO_ENCONTRADA
Não liga.,,DESCRICAO_NAO_ENCONTRADA
Troca - Instalação,,DESCRICAO_NAO_ENCONTRADA
Puxador de porta quebrado,,DESCRICAO_NAO_ENCONTRADA
Troca Retirada,,DESCRICAO_NAO_ENCONTRADA
Termómetro digital,,DESCRICAO_NAO_ENCONTRADA
Porta com vidro quebrado,,DESCRICAO_NAO_ENCONTRADA
Não gela,,DESCRICAO_NAO_ENCONTRADA
Troca - Instalação,,DESCRICAO_NAO_ENCONTRADA
Protetor de lâmpada quebrado,,DESCRICAO_NAO_ENCONTRADA
Evento - Retirada,,DESCRICAO_NAO_ENCONTRADA
Lâmpada não acende,,DESCRICAO_NAO_ENCONTRADA
Não liga.,,DESCRICAO_NAO_ENCONTRADA
Troca - Retirada,,DESCRICAO_NAO_ENCONTRADA
Protetor de lâmpada quebrado,,DESCRICAO_NAO_ENCONTRADA
Não desliga,,DESCRICAO_NAO_ENCONTRADA
Torneira Pingando/Vazando,,DESCRICAO_NAO_ENCONTRADA
Evento - Instalação,,DESCRICAO_NAO_ENCONTRADA
Com ruído alto,,DESCRICAO_NAO_ENCONTRADA
Troca de Concessão - Retirada,,DESCRICAO_NAO_ENCONTRADA
Saindo fumaça,,DESCRICAO_NAO_ENCONTRADA
PISO,,DESCRICAO_NAO_ENCONTRADA
Troca de Concessão - Retirada,,DESCRICAO_NAO_ENCONTRADA
Saí faísca dos fios,,DESCRICAO_NAO_ENCONTRADA
Gosto/Cheiro alterado na bebida,,DESCRICAO_NAO_ENCONTRADA
Painel quebrado,,DESCRICAO_NAO_ENCONTRADA
Preventiva,,DESCRICAO_NAO_ENCONTRADA
Não desliga,,DESCRICAO_NAO_ENCONTRADA
Topo/Backlight Quebrados,,DESCRICAO_NAO_ENCONTRADA
Veneziana/Rodízios Danificados,,DESCRICAO_NAO_ENCONTRADA
Evento - Retirada,,DESCRICAO_NAO_ENCONTRADA
Com ruído alto,,DESCRICAO_NAO_ENCONTRADA
Troca de Concessão - Instalação,,DESCRICAO_NAO_ENCONTRADA
Troca de Concessão - Retirada,,DESCRICAO_NAO_ENCONTRADA
Troca de Concessão - Instalação,,DESCRICAO_NAO_ENCONTRADA
Vazamento de água,,DESCRICAO_NAO_ENCONTRADA
Saí faísca dos fios,,DESCRICAO_NAO_ENCONTRADA
Puxadores Quebrados,,DESCRICAO_NAO_ENCONTRADA
Ventilador/Exaustor Quebrado,,DESCRICAO_NAO_ENCONTRADA
Consumindo Muita Energia,,DESCRICAO_NAO_ENCONTRADA
Porta suando,,DESCRICAO_NAO_ENCONTRADA
Painel quebrado,,DESCRICAO_NAO_ENCONTRADA
Lâmpada não acende,,DESCRICAO_NAO_ENCONTRADA
Cheirando queimado,,DESCRICAO_NAO_ENCONTRADA
Troca de Concessão - Retirada,,DESCRICAO_NAO_ENCONTRADA
Evento - Retirada,,DESCRICAO_NAO_ENCONTRADA
Cheirando queimado,,DESCRICAO_NAO_ENCONTRADA
Outro.,,DESCRICAO_NAO_ENCONTRADA
Outro.,,DESCRICAO_NAO_ENCONTRADA
Fio com mau contato.,,DESCRICAO_NAO_ENCONTRADA
Fio com mau contato.,,DESCRICAO_NAO_ENCONTRADA
Choque.,,DESCRICAO_NAO_ENCONTRADA
Choque.,,DESCRICAO_NAO_ENCONTRADA
Ruído/barulho.,,DESCRICAO_NAO_ENCONTRADA
Cheiro de Queimado no Eqpto,,DESCRICAO_NAO_ENCONTRADA
Vazamentos em Geral,,DESCRICAO_NAO_ENCONTRADA
Porta Torta/Empenado,,DESCRICAO_NAO_ENCONTRADA
Censo,,DESCRICAO_NAO_ENCONTRADA
Com ruído alto,,DESCRICAO_NAO_ENCONTRADA
Borracha não veda,,DESCRICAO_NAO_ENCONTRADA
Ruído/barulho.,,DESCRICAO_NAO_ENCONTRADA
Lâmpada queimada.,,DESCRICAO_NAO_ENCONTRADA
Lâmpada queimada.,,DESCRICAO_NAO_ENCONTRADA
Não liga.,,DESCRICAO_NAO_ENCONTRADA
Não liga.,,DESCRICAO_NAO_ENCONTRADA
Porta não fecha.,,DESCRICAO_NAO_ENCONTRADA
Porta não fecha.,,DESCRICAO_NAO_ENCONTRADA
Excesso de gelo.,,DESCRICAO_NAO_ENCONTRADA
Superaquecimento,,DESCRICAO_NAO_ENCONTRADA
Sudação/Formação de Água,,DESCRICAO_NAO_ENCONTRADA
Ordem de Piso,,DESCRICAO_NAO_ENCONTRADA
Vazamento de água,,DESCRICAO_NAO_ENCONTRADA
Peças Quebradas (Especificar),,DESCRICAO_NAO_ENCONTRADA
Nao Veda / Gaxeta Freezer,,DESCRICAO_NAO_ENCONTRADA
Eqpto não gela,,DESCRICAO_NAO_ENCONTRADA
Borracha não veda,,DESCRICAO_NAO_ENCONTRADA
Led/Lâmpada Queimada,,DESCRICAO_NAO_ENCONTRADA
Censo,,DESCRICAO_NAO_ENCONTRADA
Porta com defeito,,DESCRICAO_NAO_ENCONTRADA
Lâmpada não acende,,DESCRICAO_NAO_ENCONTRADA
Equipamento sujo,,DESCRICAO_NAO_ENCONTRADA
Choque.,,DESCRICAO_NAO_ENCONTRADA
Congelando.,,DESCRICAO_NAO_ENCONTRADA
Não funciona,,DESCRICAO_NAO_ENCONTRADA
Preventiva,,DESCRICAO_NAO_ENCONTRADA
Não Gela,,DESCRICAO_NAO_ENCONTRADA
Choque,,DESCRICAO_NAO_ENCONTRADA
Grade quebrada/acrílico quebrado/painel quebrado,,DESCRICAO_NAO_ENCONTRADA
Choque,,DESCRICAO_NAO_ENCONTRADA
Congelando,,DESCRICAO_NAO_ENCONTRADA
Com ruído alto,,DESCRICAO_NAO_ENCONTRADA
Outros,,DESCRICAO_NAO_ENCONTRADA
Eqpto com Mau Cheiro,,DESCRICAO_NAO_ENCONTRADA
Excesso de gelo.,,DESCRICAO_NAO_ENCONTRADA
Eqpto Enferrujado,,DESCRICAO_NAO_ENCONTRADA
Eqpto Amassado/Riscado,,DESCRICAO_NAO_ENCONTRADA
Instalação - Eq. Semi novo,,DESCRICAO_NAO_ENCONTRADA
Sanitização,,DESCRICAO_NAO_ENCONTRADA
Evento - Instalação,,DESCRICAO_NAO_ENCONTRADA
PISO,,DESCRICAO_NAO_ENCONTRADA
Vazamento de água,,DESCRICAO_NAO_ENCONTRADA
Porta não fecha,,DESCRICAO_NAO_ENCONTRADA
Bandeja interna solta,,DESCRICAO_NAO_ENCONTRADA
Termómetro digital,,DESCRICAO_NAO_ENCONTRADA
Troca - Retirada,,DESCRICAO_NAO_ENCONTRADA
Troca de Concessão - Instalação,,DESCRICAO_NAO_ENCONTRADA
Retirada,,DESCRICAO_NAO_ENCONTRADA
Porta não fecha,,DESCRICAO_NAO_ENCONTRADA
Censo,,DESCRICAO_NAO_ENCONTRADA
Painel lumin. superior quebrado,,DESCRICAO_NAO_ENCONTRADA
Equipamento amassado,,DESCRICAO_NAO_ENCONTRADA
Borracha não veda,,DESCRICAO_NAO_ENCONTRADA
Bandeja interna solta,,DESCRICAO_NAO_ENCONTRADA
Instalação - Eq. Semi novo,,DESCRICAO_NAO_ENCONTRADA
Preventiva,,DESCRICAO_NAO_ENCONTRADA
Não liga,,DESCRICAO_NAO_ENCONTRADA
Instalacao Eq Novo,,DESCRICAO_NAO_ENCONTRADA
Equipamento amassado,,DESCRICAO_NAO_ENCONTRADA
Alto consumo de energia,,DESCRICAO_NAO_ENCONTRADA
Alto consumo de energia,,DESCRICAO_NAO_ENCONTRADA
Retirada,,DESCRICAO_NAO_ENCONTRADA
Lâmpada não acende,,DESCRICAO_NAO_ENCONTRADA
BAIXO RENDIMENTO,,DESCRICAO_NAO_ENCONTRADA
Lâmpada não acende,,DESCRICAO_NAO_ENCONTRADA
Lâmpada não acende,,DESCRICAO_NAO_ENCONTRADA
Sanitização,,DESCRICAO_NAO_ENCONTRADA
Outros,,DESCRICAO_NAO_ENCONTRADA
Grade quebrada/acrílico quebrado/painel quebrado,,DESCRICAO_NAO_ENCONTRADA
Com ruído alto,,DESCRICAO_NAO_ENCONTRADA
Choque,,DESCRICAO_NAO_ENCONTRADA
Preventiva,,DESCRICAO_NAO_ENCONTRADA
Choque.,,DESCRICAO_NAO_ENCONTRADA
Não funciona,,DESCRICAO_NAO_ENCONTRADA
Lâmpada não acende,,DESCRICAO_NAO_ENCONTRADA
Grades enferrujadas quebradas faltantes,,DESCRICAO_NAO_ENCONTRADA
Congelando,,DESCRICAO_NAO_ENCONTRADA
Porta com vidro quebrado,,DESCRICAO_NAO_ENCONTRADA
Porta com defeito,,DESCRICAO_NAO_ENCONTRADA
Troca do plug,,DESCRICAO_NAO_ENCONTRADA
Cheirando queimado,,DESCRICAO_NAO_ENCONTRADA
Botões de seleção com problema,,DESCRICAO_NAO_ENCONTRADA
Bandeja interna solta,,DESCRICAO_NAO_ENCONTRADA
Alto consumo de energia,,DESCRICAO_NAO_ENCONTRADA
Cheirando queimado,,DESCRICAO_NAO_ENCONTRADA
Equipamento sujo,,DESCRICAO_NAO_ENCONTRADA
Equipamento sujo,,DESCRICAO_NAO_ENCONTRADA
Borracha não veda,,DESCRICAO_NAO_ENCONTRADA
Louver quebrado,,DESCRICAO_NAO_ENCONTRADA
Sensor da porta com problemas,,DESCRICAO_NAO_ENCONTRADA
Vazamento interno de água,,DESCRICAO_NAO_ENCONTRADA
Carenagem quebrada,,DESCRICAO_NAO_ENCONTRADA
Com ruído alto,,DESCRICAO_NAO_ENCONTRADA
Censo,,DESCRICAO_NAO_ENCONTRADA
Vazamento de água,,DESCRICAO_NAO_ENCONTRADA
Porta não fecha,,DESCRICAO_NAO_ENCONTRADA
Não liga,,DESCRICAO_NAO_ENCONTRADA
Equipamento amassado,,DESCRICAO_NAO_ENCONTRADA
"Congelando,",,DESCRICAO_NAO_ENCONTRADA
Não funciona,,DESCRICAO_NAO_ENCONTRADA
Não gela,,DESCRICAO_NAO_ENCONTRADA
Bloqueio no evaporador,,DESCRICAO_NAO_ENCONTRADA
Congelando,,DESCRICAO_NAO_ENCONTRADA
Não Gela,,DESCRICAO_NAO_ENCONTRADA
Não gela,,DESCRICAO_NAO_ENCONTRADA
Não gela,,DESCRICAO_NAO_ENCONTRADA
Ordem de Piso,,DESCRICAO_NAO_ENCONTRADA
Ordem de Piso,,DESCRICAO_NAO_ENCONTRADA
Movimentação,,DESCRICAO_NAO_ENCONTRADA
Movimentação,,DESCRICAO_NAO_ENCONTRADA
Comissionamento,,DESCRICAO_NAO_ENCONTRADA
Comissionamento,,DESCRICAO_NAO_ENCONTRADA
Congelando,,DESCRICAO_NAO_ENCONTRADA
Ordem Reprocesso,,DESCRICAO_NAO_ENCONTRADA
Formação de Gelo,,DESCRICAO_NAO_ENCONTRADA
Formação de Gelo,,DESCRICAO_NAO_ENCONTRADA
Outros,,DESCRICAO_NAO_ENCONTRADA
Congelando,,DESCRICAO_NAO_ENCONTRADA
Ordem Reprocesso,,DESCRICAO_NAO_ENCONTRADA
Congelando,,DESCRICAO_NAO_ENCONTRADA
Formação de Gelo,,DESCRICAO_NAO_ENCONTRADA
Ordem Sucata,,DESCRICAO_NAO_ENCONTRADA
Outros,,DESCRICAO_NAO_ENCONTRADA
Sensor da porta com problemas,,DESCRICAO_NAO_ENCONTRADA
Carenagem quebrada,,DESCRICAO_NAO_ENCONTRADA
Louver quebrado,,DESCRICAO_NAO_ENCONTRADA
Vazando Água/Xarope/Gás/Chopp,,DESCRICAO_NAO_ENCONTRADA
Vazamento interno de água,,DESCRICAO_NAO_ENCONTRADA
Só Sai Água/Xarope/Gás/Espuma,,DESCRICAO_NAO_ENCONTRADA
Resíduos na bebida,,DESCRICAO_NAO_ENCONTRADA
Censo,,DESCRICAO_NAO_ENCONTRADA
Bebida está congelando,,DESCRICAO_NAO_ENCONTRADA
Válvula/Torneira Quebrada,,DESCRICAO_NAO_ENCONTRADA
Plotagem Danificada/Rasgada,,DESCRICAO_NAO_ENCONTRADA
Carenagem Quebrada.,,DESCRICAO_NAO_ENCONTRADA
Ruído/Barulho,,DESCRICAO_NAO_ENCONTRADA
Eqpto dando Choque,,DESCRICAO_NAO_ENCONTRADA
Desloqueio de Equipamento,,DESCRICAO_NAO_ENCONTRADA
Bloqueio de Equipamento,,DESCRICAO_NAO_ENCONTRADA
Falha eletrica/Fio com mau contato,,DESCRICAO_NAO_ENCONTRADA
Problemas com Controlador,,DESCRICAO_NAO_ENCONTRADA
Máquina não Liga/Desliga,,DESCRICAO_NAO_ENCONTRADA
Eqpto Desregulado,,DESCRICAO_NAO_ENCONTRADA
Máquina não dispensa bebidas,,DESCRICAO_NAO_ENCONTRADA
Torneira Pingando/Vazando,,DESCRICAO_NAO_ENCONTRADA
Gosto/Cheiro alterado na bebida,,DESCRICAO_NAO_ENCONTRADA
Topo/Backlight Quebrados,,DESCRICAO_NAO_ENCONTRADA
Veneziana/Rodízios Danificados,,DESCRICAO_NAO_ENCONTRADA
Puxadores Quebrados,,DESCRICAO_NAO_ENCONTRADA
Ventilador/Exaustor Quebrado,,DESCRICAO_NAO_ENCONTRADA
Consumindo Muita Energia,,DESCRICAO_NAO_ENCONTRADA
Cheiro de Queimado no Eqpto,,DESCRICAO_NAO_ENCONTRADA
Vazamentos em Geral,,DESCRICAO_NAO_ENCONTRADA
Porta Torta/Empenado,,DESCRICAO_NAO_ENCONTRADA
Superaquecimento,,DESCRICAO_NAO_ENCONTRADA
Sudação/Formação de Água,,DESCRICAO_NAO_ENCONTRADA
Peças Quebradas (Especificar),,DESCRICAO_NAO_ENCONTRADA
Nao Veda / Gaxeta Freezer,,DESCRICAO_NAO_ENCONTRADA
Eqpto não gela,,DESCRICAO_NAO_ENCONTRADA
Led/Lâmpada Queimada,,DESCRICAO_NAO_ENCONTRADA
Eqpto com Mau Cheiro,,DESCRICAO_NAO_ENCONTRADA
Eqpto Enferrujado,,DESCRICAO_NAO_ENCONTRADA
Eqpto Amassado/Riscado,,DESCRICAO_NAO_ENCONTRADA
Vazando Água/Xarope/Gás/Chopp,,DESCRICAO_NAO_ENCONTRADA
Só Sai Água/Xarope/Gás/Espuma,,DESCRICAO_NAO_ENCONTRADA
Resíduos na bebida,,DESCRICAO_NAO_ENCONTRADA
Bebida está congelando,,DESCRICAO_NAO_ENCONTRADA
Válvula/Torneira Quebrada,,DESCRICAO_NAO_ENCONTRADA
Ordem de Retrofit,,DESCRICAO_NAO_ENCONTRADA
Plotagem Danificada/Rasgada,,DESCRICAO_NAO_ENCONTRADA
Carenagem Quebrada.,,DESCRICAO_NAO_ENCONTRADA
Ruído/Barulho,,DESCRICAO_NAO_ENCONTRADA
Eqpto dando Choque,,DESCRICAO_NAO_ENCONTRADA
Desloqueio de Equipamento,,DESCRICAO_NAO_ENCONTRADA
Bloqueio de Equipamento,,DESCRICAO_NAO_ENCONTRADA
Falha eletrica/Fio com mau contato,,DESCRICAO_NAO_ENCONTRADA
Formação de Gelo,,DESCRICAO_NAO_ENCONTRADA
Problemas com Controlador,,DESCRICAO_NAO_ENCONTRADA
Outros,,DESCRICAO_NAO_ENCONTRADA
Máquina não Liga/Desliga,,DESCRICAO_NAO_ENCONTRADA
Eqpto Desregulado,,DESCRICAO_NAO_ENCONTRADA
Máquina não dispensa bebidas,,DESCRICAO_NAO_ENCONTRADA
Torneira Pingando/Vazando,,DESCRICAO_NAO_ENCONTRADA
Gosto/Cheiro alterado na bebida,,DESCRICAO_NAO_ENCONTRADA
Topo/Backlight Quebrados,,DESCRICAO_NAO_ENCONTRADA
Veneziana/Rodízios Danificados,,DESCRICAO_NAO_ENCONTRADA
Puxadores Quebrados,,DESCRICAO_NAO_ENCONTRADA
Ventilador/Exaustor Quebrado,,DESCRICAO_NAO_ENCONTRADA
Consumindo Muita Energia,,DESCRICAO_NAO_ENCONTRADA
Cheiro de Queimado no Eqpto,,DESCRICAO_NAO_ENCONTRADA
Vazamentos em Geral,,DESCRICAO_NAO_ENCONTRADA
Porta Torta/Empenado,,DESCRICAO_NAO_ENCONTRADA
Ordem de Retrofit,,DESCRICAO_NAO_ENCONTRADA
Lâmpada não acende,,DESCRICAO_NAO_ENCONTRADA
Dando choque,,DESCRICAO_NAO_ENCONTRADA
Resistência com defeito,,DESCRICAO_NAO_ENCONTRADA
Superaquecimento,,DESCRICAO_NAO_ENCONTRADA
Sudação/Formação de Água,,DESCRICAO_NAO_ENCONTRADA
Led queimado,,DESCRICAO_NAO_ENCONTRADA
Bloqueio no evaporador,,DESCRICAO_NAO_ENCONTRADA
Peças Quebradas (Especificar),,DESCRICAO_NAO_ENCONTRADA
Problema na resistencia,,DESCRICAO_NAO_ENCONTRADA
Outro.,,DESCRICAO_NAO_ENCONTRADA
Outro.,,DESCRICAO_NAO_ENCONTRADA
Fio com mau contato.,,DESCRICAO_NAO_ENCONTRADA
Fio com mau contato.,,DESCRICAO_NAO_ENCONTRADA
Choque.,,DESCRICAO_NAO_ENCONTRADA
Choque.,,DESCRICAO_NAO_ENCONTRADA
Ruído/barulho.,,DESCRICAO_NAO_ENCONTRADA
Nao Veda / Gaxeta Freezer,,DESCRICAO_NAO_ENCONTRADA
Eqpto não gela,,DESCRICAO_NAO_ENCONTRADA
Led/Lâmpada Queimada,,DESCRICAO_NAO_ENCONTRADA
Eqpto com Mau Cheiro,,DESCRICAO_NAO_ENCONTRADA
Eqpto Enferrujado,,DESCRICAO_NAO_ENCONTRADA
Eqpto Amassado/Riscado,,DESCRICAO_NAO_ENCONTRADA
Ruído/barulho.,,DESCRICAO_NAO_ENCONTRADA
Ordem Sucata,,DESCRICAO_NAO_ENCONTRADA
Defeito Post Mix Ambev,,DESCRICAO_NAO_ENCONTRADA
Lâmpada queimada.,,DESCRICAO_NAO_ENCONTRADA
Defeito Post Mix Ambev,,DESCRICAO_NAO_ENCONTRADA
Lâmpada queimada.,,DESCRICAO_NAO_ENCONTRADA
Não liga.,,DESCRICAO_NAO_ENCONTRADA
Não liga.,,DESCRICAO_NAO_ENCONTRADA
Porta não fecha.,,DESCRICAO_NAO_ENCONTRADA
Porta não fecha.,,DESCRICAO_NAO_ENCONTRADA
Excesso de gelo.,,DESCRICAO_NAO_ENCONTRADA
Excesso de gelo.,,DESCRICAO_NAO_ENCONTRADA
CONTROLADOR,,DESCRICAO_NAO_ENCONTRADA
Não gela,,DESCRICAO_NAO_ENCONTRADA
Não gela,,DESCRICAO_NAO_ENCONTRADA
Lâmpada não acende,,DESCRICAO_NAO_ENCONTRADA
Sensor da porta com problemas,,DESCRICAO_NAO_ENCONTRADA
Carenagem quebrada,,DESCRICAO_NAO_ENCONTRADA
Louver quebrado,,DESCRICAO_NAO_ENCONTRADA
Vazamento interno de água,,DESCRICAO_NAO_ENCONTRADA
Congelando,,DESCRICAO_NAO_ENCONTRADA
Censo,,DESCRICAO_NAO_ENCONTRADA
BAIXO RENDIMENTO,,DESCRICAO_NAO_ENCONTRADA
Lâmpada não acende,,DESCRICAO_NAO_ENCONTRADA
Lâmpada não acende,,DESCRICAO_NAO_ENCONTRADA
Porta Torta/Empenado,,DESCRICAO_NAO_ENCONTRADA
Censo,,DESCRICAO_NAO_ENCONTRADA
Vazamentos em Geral,,DESCRICAO_NAO_ENCONTRADA
Cheiro de Queimado no Eqpto,,DESCRICAO_NAO_ENCONTRADA
Consumindo Muita Energia,,DESCRICAO_NAO_ENCONTRADA
Ventilador/Exaustor Quebrado,,DESCRICAO_NAO_ENCONTRADA
Puxadores Quebrados,,DESCRICAO_NAO_ENCONTRADA
Veneziana/Rodízios Danificados,,DESCRICAO_NAO_ENCONTRADA
Topo/Backlight Quebrados,,DESCRICAO_NAO_ENCONTRADA
Gosto/Cheiro alterado na bebida,,DESCRICAO_NAO_ENCONTRADA
Torneira Pingando/Vazando,,DESCRICAO_NAO_ENCONTRADA
Máquina não dispensa bebidas,,DESCRICAO_NAO_ENCONTRADA
Eqpto Desregulado,,DESCRICAO_NAO_ENCONTRADA
Máquina não Liga/Desliga,,DESCRICAO_NAO_ENCONTRADA
Outros,,DESCRICAO_NAO_ENCONTRADA
Problemas com Controlador,,DESCRICAO_NAO_ENCONTRADA
Formação de Gelo,,DESCRICAO_NAO_ENCONTRADA
Falha eletrica/Fio com mau contato,,DESCRICAO_NAO_ENCONTRADA
Bloqueio de Equipamento,,DESCRICAO_NAO_ENCONTRADA
Desloqueio de Equipamento,,DESCRICAO_NAO_ENCONTRADA
Ruído/Barulho,,DESCRICAO_NAO_ENCONTRADA
Eqpto dando Choque,,DESCRICAO_NAO_ENCONTRADA
Carenagem Quebrada.,,DESCRICAO_NAO_ENCONTRADA
Plotagem Danificada/Rasgada,,DESCRICAO_NAO_ENCONTRADA
Válvula/Torneira Quebrada,,DESCRICAO_NAO_ENCONTRADA
Bebida está congelando,,DESCRICAO_NAO_ENCONTRADA
Resíduos na bebida,,DESCRICAO_NAO_ENCONTRADA
Só Sai Água/Xarope/Gás/Espuma,,DESCRICAO_NAO_ENCONTRADA
Vazando Água/Xarope/Gás/Chopp,,DESCRICAO_NAO_ENCONTRADA
Dando choque,,DESCRICAO_NAO_ENCONTRADA
Superaquecimento,,DESCRICAO_NAO_ENCONTRADA
Sudação/Formação de Água,,DESCRICAO_NAO_ENCONTRADA
Peças Quebradas (Especificar),,DESCRICAO_NAO_ENCONTRADA
Nao Veda / Gaxeta Freezer,,DESCRICAO_NAO_ENCONTRADA
Eqpto não gela,,DESCRICAO_NAO_ENCONTRADA
Led/Lâmpada Queimada,,DESCRICAO_NAO_ENCONTRADA
Eqpto com Mau Cheiro,,DESCRICAO_NAO_ENCONTRADA
Eqpto Enferrujado,,DESCRICAO_NAO_ENCONTRADA
Eqpto Amassado/Riscado,,DESCRICAO_NAO_ENCONTRADA
Vazando Água/Xarope/Gás/Chopp,,DESCRICAO_NAO_ENCONTRADA
Só Sai Água/Xarope/Gás/Espuma,,DESCRICAO_NAO_ENCONTRADA
Resíduos na bebida,,DESCRICAO_NAO_ENCONTRADA
Bebida está congelando,,DESCRICAO_NAO_ENCONTRADA
Válvula/Torneira Quebrada,,DESCRICAO_NAO_ENCONTRADA
Plotagem Danificada/Rasgada,,DESCRICAO_NAO_ENCONTRADA
Carenagem Quebrada.,,DESCRICAO_NAO_ENCONTRADA
Eqpto dando Choque,,DESCRICAO_NAO_ENCONTRADA
Ruído/Barulho,,DESCRICAO_NAO_ENCONTRADA
Desloqueio de Equipamento,,DESCRICAO_NAO_ENCONTRADA
Bloqueio de Equipamento,,DESCRICAO_NAO_ENCONTRADA
Falha eletrica/Fio com mau contato,,DESCRICAO_NAO_ENCONTRADA
Formação de Gelo,,DESCRICAO_NAO_ENCONTRADA
Problemas com Controlador,,DESCRICAO_NAO_ENCONTRADA
Outros,,DESCRICAO_NAO_ENCONTRADA
Máquina não Liga/Desliga,,DESCRICAO_NAO_ENCONTRADA
Eqpto Desregulado,,DESCRICAO_NAO_ENCONTRADA
Engole notas,,DESCRICAO_NAO_ENCONTRADA
Não gela,,DESCRICAO_NAO_ENCONTRADA
Equipamento acumulando leituras,,DESCRICAO_NAO_ENCONTRADA
Equipamento foi vandalizado,,DESCRICAO_NAO_ENCONTRADA
